Version CSV1|Tool WEBBOX|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;;;;Sunny WebBox;Sunny WebBox;SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 31209 (SN: 31209);SN: 31209 (SN: 31209);SN: 31209 (SN: 31209);SN: 31209 (SN: 31209);SN: 31209 (SN: 31209)
06.01.2013 16:40;78665.18;2131;18109.36;17545.39;1937;49.98;10;3000;597.08;388.71;0.35;0.19;2.85;0.7;3.7;19;0.34;0.34;0.35;1650;;;;590;Ok;10349.71;249;2347.05;2277.21;241;49.98;10;3000;598.15;390.51;0.37;0.19;243.39;246.03;245.63;0.34;0.34;0.35;218;74;Ok;none;-------;-------;10324.68;253;2352.71;2281.8;239;49.98;10;3000;599.29;390.48;0.35;0.18;243.28;246.01;245.56;0.34;0.33;0.35;210;71;Ok;none;-------;-------;10265.93;251;2345.77;2275.45;252;49.98;10;3000;589.62;380.99;0.35;0.21;243.44;244.56;243.99;0.36;0.36;0.37;204;78;Ok;none;-------;-------;10268.82;253;2338.68;2273.7;246;49.98;10;3000;599.49;391.41;354;184;241.81;246;243.88;0.36;0.35;0.36;212;72;Ok;none;-------;-------;10277.02;316;2354.77;2281.56;227;49.98;11;3000;598.44;390.31;0.33;0.19;242.87;245.67;244.86;0.31;0.32;0.32;198;72;Ok;none;-------;-------;10227.83;355;2353.18;2277.24;222;49.98;10;3000;596.82;389.54;0.33;0.19;242.62;245.86;245.31;0.31;0.31;0.31;194;72;Ok;none;-------;-------;8249.7;224;2007.24;1935.93;245;49.98;10;3000;600.98;392.65;322;181;243.33;246.23;245.72;0.35;0.35;0.35;193;71;Ok;none;-------;-------;8701.48;230;2009.94;1942.5;265;49.98;10;3000;593.85;383.85;372;211;241.93;244.51;243.94;0.38;0.37;0.38;221;80;Ok;none;-------;-------;2.85;0.7;3.7;19;Ok
06.01.2013 16:45;78665.28;2131;18110.02;17546.05;1565;49.97;10;3000;588.46;380.75;0.3;0.17;2.71;0.6;3.6;15;0.28;0.28;0.29;1390;;;;508;Ok;10349.72;249;2347.13;2277.29;195;49.97;11;3000;590;381.81;0.32;0.17;243.53;246.09;245.7;0.29;0.28;0.29;186;65;Ok;none;-------;-------;10324.7;253;2352.79;2281.88;196;49.97;11;3000;588.55;381.76;0.31;0.16;243.41;246.07;245.62;0.29;0.28;0.3;180;62;Ok;none;-------;-------;10265.95;251;2345.86;2275.53;203;49.97;10;3000;577.55;378.91;0.3;0.18;243.58;244.62;244.05;0.3;0.29;0.31;171;66;Ok;none;-------;-------;10268.83;253;2338.76;2273.78;198;49.97;10;3000;590.34;382.2;303;162;241.94;246.06;243.94;0.29;0.29;0.3;178;61;Ok;none;-------;-------;10277.03;316;2354.86;2281.65;185;49.97;11;3000;591.15;378.07;0.28;0.17;243.01;245.73;244.92;0.26;0.26;0.26;166;62;Ok;none;-------;-------;10227.84;355;2353.27;2277.32;180;49.97;10;3000;588.96;381.82;0.28;0.17;242.76;245.92;245.37;0.25;0.25;0.26;165;63;Ok;none;-------;-------;8249.71;224;2007.33;1936.02;198;49.97;10;3000;593.04;384.08;272;159;243.47;246.29;245.78;0.3;0.29;0.3;161;61;Ok;none;-------;-------;8701.5;230;2010.02;1942.59;210;49.97;10;3000;588.15;377.4;312;181;242.04;244.54;243.97;0.31;0.31;0.31;183;68;Ok;none;-------;-------;2.71;0.6;3.6;15;Ok
06.01.2013 16:50;78665.34;2131;18110.68;17546.72;926;49.97;10;3000;576.92;374.03;0.21;0.12;1.95;0.3;3.4;10;0.19;0.18;0.19;950;;;;367;Ok;10349.73;249;2347.22;2277.37;117;49.97;3;3000;575.47;375.44;0.23;0.13;243.34;245.89;245.45;0.2;0.19;0.2;132;50;Ok;none;-------;-------;10324.7;253;2352.88;2281.97;115;49.97;11;3000;577.4;380.5;0.22;0.12;243.22;245.87;245.38;0.2;0.19;0.2;125;44;Ok;none;-------;-------;10265.95;251;2345.94;2275.61;121;49.97;11;3000;567.98;370.99;0.21;0.13;243.39;244.41;243.8;0.2;0.2;0.21;116;47;Ok;none;-------;-------;10268.84;253;2338.84;2273.87;117;49.97;11;3000;582.12;379.92;210;117;241.73;245.85;243.68;0.2;0.19;0.2;122;44;Ok;none;-------;-------;10277.04;316;2354.94;2281.73;108;49.97;12;3000;581.4;371.6;0.19;0.12;242.81;245.52;244.67;0.16;0.16;0.16;112;44;Ok;none;-------;-------;10227.85;355;2353.35;2277.41;104;49.97;11;3000;574.53;373.09;0.19;0.12;242.57;245.72;245.12;0.15;0.16;0.16;111;45;Ok;none;-------;-------;8249.72;224;2007.41;1936.1;117;49.97;11;3000;589.45;375.15;180;117;243.28;246.1;245.54;0.2;0.19;0.2;105;44;Ok;none;-------;-------;8701.51;230;2010.11;1942.67;127;49.97;11;3000;567.08;365.61;224;135;241.82;244.32;243.71;0.21;0.21;0.21;127;49;Ok;none;-------;-------;1.95;0.3;3.4;10;Ok
06.01.2013 16:55;78665.38;2131;18111.35;17547.39;622;49.97;10;3000;577.05;374.89;0.16;0.1;2.29;0;3.4;7;0.15;0.14;0.15;739;;;;295;Ok;10349.74;249;2347.3;2277.46;78;49.97;11;3000;576.38;377.65;0.19;0.11;242.85;245.48;244.87;0.16;0.15;0.16;106;41;Ok;none;-------;-------;10324.71;253;2352.96;2282.05;78;49.97;10;3000;576.9;380.42;0.18;0.1;242.74;245.46;244.81;0.15;0.14;0.16;101;36;Ok;none;-------;-------;10265.96;251;2346.02;2275.7;81;49.97;11;3000;568.18;370.95;0.16;0.11;242.91;243.99;243.21;0.16;0.15;0.16;89;38;Ok;none;-------;-------;10268.84;253;2338.93;2273.95;79;49.97;10;3000;582.95;381.23;164;93;241.24;245.43;243.09;0.16;0.15;0.16;95;35;Ok;none;-------;-------;10277.04;316;2355.02;2281.81;72;49.97;11;3000;581.38;372.96;0.15;0.1;242.33;245.1;244.1;0.12;0.12;0.12;86;35;Ok;none;-------;-------;10227.85;355;2353.43;2277.49;70;49.97;11;3000;574.56;374.21;0.15;0.1;242.09;245.3;244.54;0.11;0.12;0.12;85;37;Ok;none;-------;-------;8249.72;224;2007.49;1936.18;78;49.97;11;3000;589.38;375.15;133;94;242.8;245.68;244.96;0.16;0.15;0.16;78;34;Ok;none;-------;-------;8701.51;230;2010.19;1942.75;86;49.97;10;3000;566.69;366.57;176;108;241.33;243.89;243.11;0.17;0.16;0.17;99;39;Ok;none;-------;-------;2.29;0;3.4;7;Ok
06.01.2013 17:00;78665.38;2131;18112.02;17548.05;297;49.96;11;3000;531.58;351.44;0.12;0.08;2.16;0;3.2;4;0.22;0.22;0.21;485;;;;208;Ok;10349.74;249;2347.38;2277.54;39;49.96;12;3000;531.89;350.57;0.14;0.09;242.46;245.3;244.58;0.2;0.2;0.2;73;30;Ok;none;-------;-------;10324.71;253;2353.04;2282.13;37;49.96;12;3000;533.5;352.56;0.13;0.07;242.35;245.29;244.53;0.21;0.22;0.2;68;25;Ok;none;-------;-------;10265.96;251;2346.11;2275.78;40;49.96;11;3000;524.55;353.7;0.11;0.08;242.51;243.8;242.92;0.19;0.19;0.19;57;26;Ok;none;-------;-------;10268.84;253;2339.01;2274.03;39;49.96;11;3000;532.36;348.08;121;73;240.83;245.25;242.8;0.2;0.2;0.19;63;25;Ok;none;-------;-------;10277.04;316;2355.11;2281.9;33;49.96;12;3000;532.72;347.38;0.11;0.08;241.92;244.91;243.8;0.26;0.25;0.25;55;26;Ok;none;-------;-------;10227.86;355;2353.52;2277.57;30;49.96;12;3000;530.02;350.24;0.1;0.08;241.69;245.13;244.26;0.29;0.28;0.27;54;26;Ok;none;-------;-------;8249.72;224;2007.58;1936.27;38;49.96;10;3000;534.08;354.3;95;67;242.39;245.5;244.67;0.19;0.2;0.19;50;23;Ok;none;-------;-------;8701.51;230;2010.27;1942.84;41;49.96;10;3000;533.53;354.72;124;79;240.92;243.7;242.82;0.19;0.19;0.18;65;27;Ok;none;-------;-------;2.16;0;3.2;4;Ok
06.01.2013 17:05;78665.38;2131;18112.69;17548.24;0;49.98;3;3000;527.27;356.17;0.08;0.05;2.21;-0.2;3.2;1;0.39;0.37;0.36;313;;;;142;Ok;10349.74;249;2347.47;2277.57;0;49.98;3;3000;524.39;353.56;0.1;0.06;242.75;245.47;244.86;0.41;0.39;0.39;52;22;Ok;none;-------;-------;10324.71;253;2353.13;2282.15;0;49.98;3;3000;536.74;362.45;0.09;0.05;242.64;245.46;244.79;0.33;0.32;0.31;45;16;Ok;none;-------;-------;10265.96;251;2346.19;2275.81;0;49.98;3;3000;511.98;348.06;0.07;0.06;242.8;243.97;243.21;0.42;0.39;0.39;37;18;Ok;none;-------;-------;10268.84;253;2339.09;2274.06;0;49.98;3;3000;528.68;355.13;81;47;241.11;245.42;243.06;0.37;0.36;0.36;42;16;Ok;none;-------;-------;10277.04;316;2355.19;2281.92;0;49.98;3;3000;527.41;353.89;0.07;0.05;242.22;245.1;244.09;0.45;0.43;0.42;34;18;Ok;none;-------;-------;10227.86;355;2353.6;2277.58;0;49.98;3;3000;542.99;370.26;0.06;0.05;241.99;245.3;244.5;0.33;0.32;0.31;30;16;Ok;none;-------;-------;8249.72;224;2007.66;1936.29;0;49.98;3;3000;527.92;357.54;56;46;242.68;245.67;244.94;0.37;0.35;0.35;29;16;Ok;none;-------;-------;8701.51;230;2010.36;1942.87;0;49.98;3;3000;518.1;348.54;87;60;241.2;243.86;243.11;0.42;0.39;0.39;44;20;Ok;none;-------;-------;2.21;-0.2;3.2;1;Ok
06.01.2013 17:10;78665.38;2131;18113.35;17548.24;0;50;3;3000;572.97;405.28;0.04;0.02;2.32;-0.3;3.1;0;0;0;0;168;;;;65;Ok;10349.74;249;2347.55;2277.57;0;50;3;3000;572.74;405.53;0.07;0.03;242.6;245.3;244.43;0;0;0;37;13;Ok;none;-------;-------;10324.71;253;2353.21;2282.15;0;50;3;3000;575.75;405.63;0.05;0.02;242.45;245.27;244.36;0;0;0;28;6;Ok;none;-------;-------;10265.96;251;2346.27;2275.81;0;50.01;3;3000;564.82;404.71;0.03;0.02;242.65;243.77;242.75;0;0;0;18;7;Ok;none;-------;-------;10268.84;253;2339.18;2274.06;0;50;3;3000;576.25;403.63;36;17;240.95;245.26;242.64;0;0;0;20;6;Ok;none;-------;-------;10277.04;316;2355.27;2281.92;0;50;3;3000;576.97;402.52;0.03;0.02;242.06;244.93;243.69;0;0;0;17;9;Ok;none;-------;-------;10227.86;355;2353.68;2277.58;0;50;3;3000;563.6;405.07;0.03;0.02;241.85;245.12;244.14;0;0;0;18;9;Ok;none;-------;-------;8249.72;224;2007.74;1936.29;0;50;3;3000;576.08;407.74;17;17;242.54;245.49;244.55;0;0;0;9;6;Ok;none;-------;-------;8701.51;230;2010.44;1942.87;0;50;3;3000;577.6;407.47;37;25;241.03;243.68;242.69;0;0;0;21;9;Ok;none;-------;-------;2.32;-0.3;3.1;0;Ok
06.01.2013 17:15;78665.38;2131;18113.76;17548.24;0;0;0;0;0;0;0;0;2.21;-0.5;2.9;0;;;;;;;;0;Ok;10349.74;249;2347.6;2277.57;;;;;;;;;;;;;;;;;Ok;none;-------;-------;10324.71;253;2353.26;2282.15;;;;;;;;;;;;;;;;;Ok;none;-------;-------;10265.96;251;2346.33;2275.81;;;;;;;;;;;;;;;;;Ok;none;-------;-------;10268.84;253;2339.23;2274.06;;;;;;;;;;;;;;;;;Ok;none;-------;-------;10277.04;316;2355.32;2281.92;;;;;;;;;;;;;;;;;Ok;none;-------;-------;10227.86;355;2353.72;2277.58;;;;;;;;;;;;;;;;;Ok;none;-------;-------;8249.72;224;2007.8;1936.29;;;;;;;;;;;;;;;;;Ok;none;-------;-------;8701.51;230;2010.5;1942.87;;;;;;;;;;;;;;;;;Ok;none;-------;-------;2.21;-0.5;2.9;0;Ok
06.01.2013 17:20;78665.38;2131;18113.76;17548.24;0;0;0;0;0;0;0;0;2.21;-0.7;2.8;0;;;;;;;;0;Ok;10349.74;249;2347.6;2277.57;;;;;;;;;;;;;;;;;Ok;none;-------;-------;10324.71;253;2353.26;2282.15;;;;;;;;;;;;;;;;;Ok;none;-------;-------;10265.96;251;2346.33;2275.81;;;;;;;;;;;;;;;;;Ok;none;-------;-------;10268.84;253;2339.23;2274.06;;;;;;;;;;;;;;;;;Ok;none;-------;-------;10277.04;316;2355.32;2281.92;;;;;;;;;;;;;;;;;Ok;none;-------;-------;10227.86;355;2353.72;2277.58;;;;;;;;;;;;;;;;;Ok;none;-------;-------;8249.72;224;2007.8;1936.29;;;;;;;;;;;;;;;;;Ok;none;-------;-------;8701.51;230;2010.5;1942.87;;;;;;;;;;;;;;;;;Ok;none;-------;-------;2.21;-0.7;2.8;0;Ok
06.01.2013 17:25;78665.38;2131;18113.76;17548.24;0;0;0;0;0;0;0;0;1.88;-1;2.6;0;;;;;;;;0;Ok;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;1.88;-1;2.6;0;Ok
06.01.2013 17:30;78665.38;2131;18113.76;17548.24;0;0;0;0;0;0;0;0;1.61;-1.2;2.5;0;;;;;;;;0;Ok;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;1.61;-1.2;2.5;0;Ok
06.01.2013 17:35;78665.38;2131;18113.76;17548.24;0;0;0;0;0;0;0;0;1.6;-1.5;2.4;0;;;;;;;;0;Ok;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;1.6;-1.5;2.4;0;Ok
06.01.2013 17:40;78665.38;2131;18113.76;17548.24;0;0;0;0;0;0;0;0;1.49;-1.7;2.1;0;;;;;;;;0;Ok;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;1.49;-1.7;2.1;0;Ok
06.01.2013 17:45;78665.38;2131;18113.76;17548.24;0;0;0;0;0;0;0;0;1.55;-1.8;2.1;0;;;;;;;;0;Ok;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;1.55;-1.8;2.1;0;Ok
06.01.2013 17:50;78665.38;2131;18113.76;17548.24;0;0;0;0;0;0;0;0;1.55;-1.8;2.2;0;;;;;;;;0;Ok;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;1.55;-1.8;2.2;0;Ok
06.01.2013 17:55;78665.38;2131;18113.76;17548.24;0;0;0;0;0;0;0;0;1.42;-1.8;2.2;0;;;;;;;;0;Ok;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;1.42;-1.8;2.2;0;Ok
06.01.2013 18:00;78665.38;2131;18113.76;17548.24;0;0;0;0;0;0;0;0;1.19;-1.9;2.1;0;;;;;;;;0;Ok;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;1.19;-1.9;2.1;0;Ok
06.01.2013 18:05;78665.38;2131;18113.76;17548.24;0;0;0;0;0;0;0;0;1.31;-2;2.1;0;;;;;;;;0;Ok;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;;;Ok;none;-------;-------;1.31;-2;2.1;0;Ok
